Review Text,Sentiment
"The quality of the food was consistently excellent. My steak was succulent and delicious, melting in the mouth with every bite. The mashed potatoes were creamy, light, and perfectly seasoned, while the fresh vegetables complemented the steak beautifully.",pos
the cream pasta tasted like pasta cooked in milk...,neutral
A gem in the west area for good Italian food,pos
Food was decent but for the price would have higher expectations,pos
"Special shoutout to the Mr Joel for attending to us.
He was very attentive and we enjoyed his warmth welcome. We felt so welcome.",pos
Truly authentic Italian food. Very pleasant dining experience. Highly recommended.,pos
The restaurant is spacious.  The ambience is quiet and serene in the morning. Good location for a relaxing meal. Food is good and reasonable.  I like the sun dried tomato bread which is soft & tasty.,neutral
Food is great! If only the coleslaw have more carrots.,pos
"Ordered a tenderloin medium rare and becoz the Chef cannot get their doness right,  they resorted to cutting the steak into pieces (first time ever).. then when asked to redo.. the steak came so rare.. its the worst steak place ever...!!! I will be most willing to show the photos I took!",neg
The staff was attentive and managed the peak crowd well. They even took our additional order manually when we couldn't do so via the QR code.,pos
Affordable and authentic Italian food with homely vibes. Staff was great with recommendations.,pos
"Food so so only, not worth the price",neg
Great Pizza,pos
"Food was great as always. Service was prompt. Ambience was good, quiet as it was a weekday lunch. Will go back again for sure! Highly recommended.",pos
"I had a lot more expectations considering the reviews on tripadvisor and some friends, was disappointed compared to that, specially for vegetarian options. We had the stuffed Roman Schiacciata that was quite nice. We also ordered the Hand cut potatoes, rock salt and rosemary that a bit too burnt and sweet for our liking. We went on to ordering a pesto linguini- the pasta was a bit too al dente and the sauce did not have enough 'hit' of basil in it. Had to add salt to taste in both the pasta and the rosemary potato. The best dish was the dessert-Pistachio Tiramisu- it was soft and still held its shape and was delicious. Overall ok, just not great! In terms of service I thought they came to ask us for next order too soon, one after another. should leave us alone and we can ask. There was another guy who was always hovering around the table to clear things or see if we needed anything, but felt intrusive.",neutral
"We were wow with the best selling dishes, pleasant to taste and sight! Not forgetting the range of pastries, so beautiful!",pos
"Second visit, very good experience. Staff has recommended new menu, it so tasty.",pos
Pizza was excellent. Also love the lasagne and the meatballs. The risotto in lobster sauce was good but too salty. Everything is very affordable except for the dessert which is $14 for a slice vs $18 can get you a very good plate of lasagne. Will return to try other dishes,pos
Wonderful brunch in this place especially Ryan made our day!,pos
The beef and pork chop was too dry and hard.,neg
"Food was not nice, it’s just like eating fast food but a lot more expensive. Some fast food burgers taste better than this. Coffee was not served hot, not even warm. Prob sitting at counter for a long time. Desserts were absolutely yucky.",neg
"My husband and I came in with oysters and lobster empty at the buffet spread. When it was refilled, it was done one by one. If you charge more than $100 for the buffet, why do we not have the spread we pay for? Our plates were also not changed when we were done and had to ask waiters to change them. We also had to ask for oysters. Is this really the standard of a 5 star hotel?",neg
The rosa penne is overrated has a weird aftertaste may be better for vegetarians as it tasted very vegetarian despite me ordering the chicken option … burger and fries were the star of the show,neg
"Delicious food and great service.
Great for family and large group gatherings. Do try their stuffed Roman schiacciata. 
Pizza serving was very value for money. Desserts may be on the slightly pricey side",pos
"Excellent food and service. Had enjoyable dinner and service staff was attentive and helpful. 

However, place was small and cramp.


Will go back again and highly recommended.",pos
"One of the best Italian restaurants in Singapore. Love the schiacciata with truffle cheese. Pastas and deserts were great too! Also love the variety of freshly baked cookies available for $2 each. Always crowded at all times, so have to make a prior reservation or wait few minutes for walk-in.",pos
I will go again :>,pos
Restaurant served great food and the service was impeccable. Definitely will come back again,pos
Excellent environment and stunning view.,pos
Great service and wonderful food. We had the pork chop and beer braised beef. The meatballs are also a must have. Thank you so much!,pos
Thank you for the nice ambience and food.,pos
Food was great. We ordered a variety of dishes. Will come again.,pos
Great as it was premium and food was warm …,pos
"Good food, great service and nice atmostphere.",pos
Good food and generally good service but very pricey,neutral
Great food and service!,neutral
Will surely comeback as the service is very nice,pos
"Celebrated my birthday here, great food, not so great price",pos
Wonderful service and excellent food!,pos
Love the food. Found this place using the map function and this place will definitely be one of my favorite,pos
"I think the Lawry’s in Singapore just falls short - the prime rib itself was pretty good, but the rest of the food was so undeserving of the price tag. I had a lobster bisque which was full of MSG (and starch) and it was 20 odd dollars. The salad was tossed heavily in a thousand island sauce and the creamed spinach was bland. Honestly, other than the rib, everything tasted quite like cafeteria food, and for a meal that was $360 for two, I expected a higher quality of food. The staff was attentive polite and nice though!",neutral
"Over-rated, overly expensive and hot like an oven. The food was decent but honest overly priced. At least they served free ice water. Yes, I get it that it's pet-friendly but there are many other pet-friendly places and your pets will thank you.",neg
"Service staff were inattentive and slow. Made a reservation and the restaurant only messaged me 15 mins before the reservation time that i had to wait another 30 mins more for a table. Did not see the restaurant’s message and got to the restaurant and fortunately, there was a table within 10, 15 mins. however, was then told that half the items on the menu were not available which could have been told to me whilst i was waiting for the table so that i can decide whether i still wanted to eat there. eventually left without eating",neg
"Delicious food, stuffed pizza and pistachio tiramisu was great, will recommend",pos
"Super satisfied with the food and service provided to me and my partner in today's visit. I was surprised by the birthday cake for my partner. They even offered to take photo of us, printed it out for us and going to email us the soft copy. Very impressed! Thank you all for today.",pos
Food is superb!,pos
Wonderful experience from the service staff. Food is good and well prepared. Our goto place for any occasions.,pos
"Always amazing! The food was good, the staff were helpful and we thoroughly enjoyed ourselves! Always get the stuffed schiacciata!",pos
Not much variety. Some food not really fresh.,neg
"A classic taste of prime ribs, awesomely delicious, juicy and tender at the same time. Moreover this is located in a strategic area, very convenient, comfortable especially with a supreme service. Make sure to make a reservation before.",pos
Food was tasty and not salty. The sticky cake pudding could do with caramel on the side so that patron can decide to put the amount they like.,pos
"Good service, good food.. just need to pay for the value.",pos
Love the views n the food as well🥰,pos
A great place with super steaks and other great options. The staff are brilliant.,pos
"The younger service staffs could learn to be more service oriented.  No smiles from them and it was like they were forced to be there to work.  Lack pride and no customer initiative.  The senior waiter/maitre D was attentive though.  
 Appreciate the fusion cuisine but average to taste.  Truffle fries have hardly any truffle smell.  It’s like eating regular shoestring fries with shaved Parmesan cheese.",neg
I would definitely visit again,pos
Roast pork was great but pizza was cold and hard. Service was quick.,neutral
nice,pos
Excellent food. It never fails my expectations! The staff are superb!,pos
"If you seek steak, then seek prime! How can you not love the way the serve the ribs that has been well marinated the core and cooked so well by the chef that the meat just peels of easily where you can savour the juices in your mouth. A medium well that's so juicy, unlikely any steaks I've tried. Beware to order something lesser than the regular size unless you've the stomach to down all that meat and stuff. It comes with their famous spinning salad which I think would be nice if it could 'sing' and then will be a 'singing' salad, it'll sure add to the experience! Waitress and waiters are alert and good service. I felt like at home with a butler on hand. Their soup is rich and tasty. Don't forget the lamb for those who are not into beef ... the truffles lingers... wonderful. Will o be heading back? Bet I will. Their monthly special might be worth the buck to have a try if it's your first time. Pamper yourself a little, enjoy the ambience and experience You'll love it!",pos
"Pizza was quite good. Garlic bread sourdough was the better of the lot.Though I find the cookies not sweet enough. It seems like it wastweaked for the local palette. If you are eating a cookies, go",pos
steaks are not cooked well,neutral
Delicious food and the restaurant is always full in the evening.,pos
"Always the restaurant that we preferred. Serving time is fast too, food is delicious",pos
"Went for a birthday dinner celebration and had a great time. Four different sized cuts of prime rib to choose from. I had the second smallest one and even that was enough. Comes with salad, bread roll, Yorkshire pudding, mashed potatoes, gravy. Option to add on creamed spinach or other things for extra $. They surprised us with a free dessert!",pos
"We frequent PS Cafe very often, like the location & ambience.",pos
"This is our favourite family restaurant. Authentic Italian food and freshly prepared. 
Friendly staff and nice setting. 
We want to support them as much as possible during the CB. 
Great restaurant, please give a try!",pos
I like the Steak and eggs but I wish some rocket leaves could be added for garnish without raising the price.,neutral
"i love this place, the only complaint i ever have is that the food is so good, the restaurant is always super packed",pos
Celebrated my son' s 13th birthday at Lawry's (at his request) and he was treated like a King!  The service was impeccable and as always the food delicious...  we left a happy family...  Thanks Lawry's,pos
"The staff were friendly and helpful. To be fair it wasn't busy so we are not sure how the service would have been otherwise. Loved the style with lots of plants, some were real. What was an added bonus were the two young musicians who played for us, sang so well and played the guitar. Very understated but lovely. I would prefer to tip them directly but not sure how to do that subtly. Considering how limited Singapore is on spaces for bands/singers singing retro songs this place is great for that too. Easy to get to from Bugis MRT and on the fringe of busy Kampong Glam.",neutral
"had a wonderful lunch there with the amex dining vouchers.  had the lawry cut, med rare and it was very pleasing. Great place to dine at. staff is great, they know the food and if you are having issues deciding,  ask the staff for recommendations.

overall I really like this place and I will come back for more.

So I went back again the other day on amex love dining, really worth it. Had the Lawry's cut again and it's still very good. I think the way to enjoy yourself is to book at odd hours. We book for 445pm and after everything, we left at 6pm. Really great experience.",pos
the food was good as usual and the specials especially!,pos
Great music and atmosphere,pos
"Food is usually good but the king prawn aglio olio is a little bland today.  service was top notch, thank you.",pos
Good ambience and fantastic live-band!,pos
Delivery rider did not handle the food properly. Received with the pizzain a messy like mountain cramp together. We have to dispose the food.,neg
"Love the place, good food, great service. Thought it smells a bit oily as it is enclosed. For the truffle bread, it is a bit over cooked. Must reserved as it is always full. Will visit again.",pos
Overall good experience. Love the food but environment à bit noisy,pos
"We had a pleasant dining experience at Lawry's. The staff were warm and friendly. The food tasted good and the ambience is nice. However, it is rather pricey.",pos
Family friendly with live music and kids menu.,pos
Great food and the ambiance wonderful..,pos
"wrong order, everyone uncontactable",neg
Had a wonderful experience there! Will have their creme brulee again,pos
it was a very pleasant experience dining here for my mother's birthday!,pos
Ambience and service is good,neutral
Food are delicious . Tasted great and whole family love it. Especially the meat - well marinated and tender .,pos
"I visited at the arrangement of a colleague, and there was also a la carte, but I heard that the restaurant was selling roast beef, so I ordered the ``August 4-course set ($139)''. In my personal opinion, the starter salad had a bit too much dressing, and the appetizer, fried soft shell crab, was sweet and a bit sticky. As expected, the roast beef that was carved in front of me was delicious. The interior is gorgeous and the staff's customer service is very polite, which is why I gave it a 5 star, but the two appetizers were not good enough, so I gave it a 4 star.",pos
We ordered only 2 items that amount to 20 plus yet they send wrongchicken instead of spicy we got normal and the fries came soggy withlittle cheese and chicken taste so bland. I m surprise singa,neg
"Great food as always! The place is a bit crowded though and the waiters are always too busy to notice us. Except for that, all perfect!",pos
Seated very quickly and food was delivered promptly. Suggested improvement for the restaurant is perhaps not to seat other customers so closely to each other when clearly there are other open spaces around.,pos
"Very nice food, nicely packaged, nutritious and smooth delivery, greatexperience",pos
"Was hectic in the restaurant and the staff were swamped, but we had comfy seats and enjoyed our lunch there. Nice atmosphere, nice decor.",pos
Cosy place for a meal,neutral
"This place is all about showmanship other than the good beef cuts. From the 'maid costumes', 'chef badges' and the big toss salad bowl...the price you pay is for the entertainment rather than good food.

The salad is substandard for the price, the dressing too sour, the veg used is just some common lettuce, cherry tomatoes... most cafés and restaurants serve better salad compared to Lawry's.

Perhaps a good place to show off your wealth, to entertain your clients and to impress whoever you wanna impress.  Otherwise, for good steaks and roast beef, there are still many good steak houses around at half of their prices.

Look out for dining promotions, it's only worth the try when you have special vouchers.  Even then, with discount, be prepared to spend at least $150 / pax for a simple lunch.",neg
All good food and friendly staff. Great place for breakfast or brunch,pos
Their quality has gone from bad to worse. Ordered their signature4way. Base was overcooked to a point that it felt like chewing wood.They couldn't even get their garlic bread right; chewy like ru,neg
took too long,neg
Fastest Starbucks delivery location. Always early,pos
One of the best steak restaurant but food takes a while to arrive,pos
"Been to iO Italian Osteria a number of times now and really enjoy the food here, plus service is great! Kid-friendly and food comes out quick which is helpful when dealing with young ones!",pos
Great food.  Service was ok.  Could be better.  We were put in a corner and did not get much room to move.,pos
Food was nice no issue. However I specifically asked for two sets ofcutlery and this restaurant ignored provided nothing. Do you expect meto use hand?,pos
a very cosy restaurant with nice authentic Italian food which will not burn a hole in your pocket. Third time there and will still patronize them again! but it can get rather noisy in the restaurant though.,pos
Thank you all the staffs for their professional services. We have a great time.,pos
"Very good food, service staff was friendly. Service was also quick and we didnt have to wait long for food to be served even though the place was relatively crowded.",pos
"The pizza was delicious, would definitely come back here again for occasions.",pos
Small seating area. Reservation at 1 pm but was only allowed to seat at 1:15 pm. Food was not fantastic too. Flinders Lame was a disappointment.,neg
Onion rings were soggy mess!,pos
"Staff were friendly esp the front of house lady super friendly and hospitable. 
Small selection but good enough

The price is reasonable!",pos
Like the option of a rice burger for wheat sensitivity folks,pos
The one for one set lunch on Wednesday and Thursday are good value. The staff was also v attentive and we really had a good time.,pos
This is my 3rd visit to the cafe and brought my mom along this time! I’m planning a private event and seriously considering to hold it here.,pos
Staff do not listen to your request. Didn’t like the attitude of the staff at all.,neg
"Loved the service, ambience and food. Will be back for more",pos
Nice ambience but there is no food available that day. Also was not informed prior regarding this.,neg
Great food! Crowded so be sure to make a reservation before heading down.,pos
"Ordered extra cheese, but still not cheesy.",pos
"Would return >> Come for the Prime Rib and Yorkshire pudding. They are so consistent each time, but the rest feels dated and a bit hollow",pos
"Waiter gave us a seat that we have to squeeze with people when the restaurant still have many available seatings. Barely 5 mins into sitting down, waiter ask if we would like to order. But overall food was pretty good and very fresh and authentic..",pos
It'll be a plus point if the staff can be more attentive. I often wave to get their attention whenever I need to place an order and get the bill.,neutral
"Was really excited to try this place, the ambience was great and the people waiting the tables were friendly but one of the waiters, I guess he was busy? He just moved our bags from a chair without letting us know when we’re right next to him. My friend thought it was kinda rude. Food could’ve been warmer. We ordered the Taco Truck sharing platter, a little disappointed that the food was cold right when it got to our table. Taste was great tho. :)",neutral
It tends to be rather crowded & noisy at lunch time. Service is good & food is yummy & well-presented.,neg
Food was good for its price point! Pizza was really good,pos
"It's a great place, had been several times there and never disappointed. It has a difference in service and character with some well thought special dishes. We normally go for some of there specials, always the highlight.",pos
The restaurant serves delicious food and is very popular with the diners,pos
Food is very tasty and service was good.,pos
"This is one of the best restaurants in terms of food and service. It's really a TEN! Make sure you order the porchetta, the pork belly. It's amazing.",pos
"Had dinner on 22 December 2023. The waiters were all attentive, fast and obliging to our request for our photo to be taken despite the busy period. Great service :)

Food was great too!",pos
We keep visiting for a reason! Best Italian food in all of SG!,pos
We strongly recommend everyone to hold their celebrations at this amazing restaurant 😀😀,pos
Thks to Melissa for the warm and attentive service !,pos
A pity the drinks were served in plastic cups.,neg
nice burger,pos
True blue USDA beef !  Always crowded. Make sure u make reservation.,pos
"It wasn't really a baked potato, more like a pile of mashed potato on anove cooked potato skin. A bit disappointing.",neutral
"As always, outstanding prime rib of beef, crab cakes. Make sure you try the creamed corn and creamed spinach. The King Salmon was average, but presentation was gorgeous. The best place in Singapore to eat great prime rib!",pos
"The last true American restaurant in Singapore. The food is fantastic! Staff are friendly and helpful. The ambience can be rejuvenated with some repainting, minor renovation to keep it clean, cozy for family chillaxing! Cheers",pos
This is the place to chill and hangout with that farm n stable lay back vibe.,neutral
"Where to start...
Lawry's was packed the night we went, full of families celebrating and couples dining. I can only assume it is because Lawry's are sitting on their laurels and the fact it's in a prime location on Orchard, because it sure ain't because of the food.
Lawry's tries really hard to be a fine dining institution (with the prices to match) but forgets the basics like offering guests water when seated. There is a lot of pomp in the presentation - driving around a giant metal cart to cut the beef by your tableside, and making a spectacle out of the salad preparation - however it does nothing to add to the flavour of the food. The service is fine but could use a bit more finesse.
The food itself - the rib eye is sinewy, the captain's cut tastes like a generic buffet rotisserie that's sliced in front of you - it still tastes fine, but lower the price to 1/3 of what it is then I'd have no qualms. The creamed spinach tastes like frozen packet spinach and the serve is incredibly small. The lobster bisque tasted like something you could whip up yourself from a packet.
We went on a Wednesday which already has 30% off some dishes - it was still overpriced.
The highlight was the complimentary birthday cake slice, which I confirmed was baked in house. That was delicious. And the photo gift was appreciated to commemorate the celebration.
I would avoid this place to save a good $500 and spend it elsewhere (apparently CUT! is the place to go to eat good steak in Singapore).",neg
Rose was excellent as the host.,pos
"Service is quite slow, restaurant is very noisy. Food is generally good except the truffle fries are slightly overcooked.",neg
Special thanks to Mary & Purni who always serve in high quality,pos
Good service n entertainment. Could you serve coffee please?,neutral
Wonderful place to go for celebration. I give a five-star because they have great staff and great service. Food was not up to standard as the proce did not match the quality.,pos
if give special discount for birthday treat， that’s would be great,neg
Ken was ready to explain the items on the menu and yet was able to recommended items to make the dinner memorable.,neutral
Some Great food as always.  Very good pizza and pork belly,pos
Nice food and ambience. Friendly staff,pos
Great service. Will visit again. I,pos
"Spacious, delicious food and great service!!",pos
"My husband and I celebrated our anniversary at Lawry’s The Prime Rib, and it was an unforgettable experience! Shiva, our server, was exceptional. From the moment we were seated, he was attentive, thoughtful, and made sure every detail of our meal was perfect. The food was delicious, and the service made it even better. Thank you, Shiva, for making our anniversary dinner so wonderful. We will definitely be back 🙂",pos
"Authenticate Italian food , not too expect except crowded , recommend for small family n friends gathering",pos
"last night there was a elect break down, this has to improve. In result the place is hot & uncomfortable",pos
Was pleasantly surprised by the complimentary birthday cake for my husband's birthday after our meal and upon payment we were given another slice to take away. Excellent customer service throughout the whole dining process and we were very much well attended to. Food presentation were very interesting and pretty to look at. Definitely will go back again.,pos
Awesome as always,pos
"We love the delicious food, drinks and desserts there. They are very yummy 👍👍👍",pos
"Good food good service. Very busy. Italian server knows his stuff. Super crowded. Open kitchen makes diners smell of oily grill. Entrance, host, exit, payment and kitchen all in the same corner which makes it a bottle neck and jammed up. Even the servers had problems maneuvering about within the restaurant. Something should be done to change the set up for more flow",pos
"American steak restaurant, food are good, price are also good, but worth the price.",pos
The best Italian restaurant I ever tried in the west side of Singapore.  Always busy as the foods are nicely prepared and very authentic.  Best Tiramisu i ever tasted as well!,pos
"Went on a weekend afternoon, short staffed and the food I have was the fish which was too tough",neg
staff was very unpleasant.,neg
"Katong lobster roll was good, but the pork ribs was too salty. They redid a new one, but still too salty. Nonetheless, +1 for the service recovery. Environment was super noisy.",neg
BEST GF PIZZA IN SG!!!,pos
"Good pasta but need improvvement in service, waitress tend to forget to my requests. (I.e sauces)",neg
Couldnt say anything bad ab Lawry's. Still a super good quality steak in town.,pos
"the porchetta is a must order. tiramisu is great, and you can skip the panna cotta",pos
The speaker that plays the music is a bit too loud which makes chatting quite difficult.,neutral
"A nice venue, welcoming staff. Chose the house special which is the starter salad then the prime rib. Salad was very nice, as was the steak. I think they could have been more generous with the sides e.g. mashed potato, but the taste was good. Quite pricey for what it was, approx. $125 USD for the meal and drinks per person.",pos
"Thank you very much for the delicious food, prompt and friendly service rendered!!",pos
Fantastic food great service and very accommodating with us and our 3 month old baby.,pos
"Service Staff is not attentive and is so fixated on her phone. We were told that Dinner menu starts at 5pm but she didnt even activate the menu at 5pm. She was busy on her phone, then went to the toilet. After that, we informed her that its 7 mins past 5pm and the Dinner menu is still not available online. Only then that she activated the dinner online menu.",neg
"Reliable international chain for prime rib (I had the 300g Lawry’s cut) and their famous spinning bowl salad (who doesn’t like a bit of drama and flair with their lunch service?). Meat is cut table-side from a silver trolley, and all (lovely and friendly) staff are dressed in slightly OTT anachronistic old-fashioned uniforms. You will leave feeling like a towkay (which depending on your perspective might be a good or bad thing).",pos
"Quite a number of items on the menu were not available,. Prices were too high.",neg
"The slides were a little wet, all it takes is just one dry rag to wipe off so the little kids can play and not slip.  But the staff refused to do or had no initiative to do so. 
Sitting outside is also always a pain as their attentiveness is horrible. I can wave my hands for 10 mins and no one will look my way!",neg
"Love the food as always.
Beef with mashed potatoes, peas and pudding.",pos
"Thanks, Sasi for making my Birthday celebration so special at your restaurant. 
My bestie and I enjoyed it so much.",pos
Very yummy and we thoroughly enjoyed the food. Great food andreasonably priced,pos
Still habe awesome food. One of my favorite Italian restaurants in Singapore.,pos
Excellent ambience for afternoon tea to chill and chat. Well spaced out and not feeling overcrowded. Server present the selection of tea well and thereafter served and briefly introduced the well presented box of savoury and sweet pastries. Instagrammable food and location. More than sufficient for 2 persons and we were feeling full enough to skip dinner! Free 2 hours parking.,pos
Fantastic service by the staff tonight. Will definitely return.,pos
"Food was great, but service and cleanliness of table and floor let it down",neg
Excellent service team. Thank you for the wonderful experience for my wedding anniversary.,pos
"The roast, the service, the decor, above all, the CONSISTENCY. It's a big word today in any restaurant given the staff turnover, but Lawry's doesn't disappoint, ever. It's comforting to return to a place to know that everything will be the way you remembered from your last visit. Top 3 restaurant on my list in Singapore, definitely.",pos
Huge portions and great tasting!,pos
"The restaurant offers excellent service, ample seating, and clean facilities, including restrooms. Nestled in the heart of the forest, it provides a delightful ambiance.",pos
overpriced and overrated. 3-star for the service and ambience.,neutral
The food was excellent and the service was very good,pos
"Service was good, food was of decent sharing portion and taste great. Celebrated our friend’s birthday, best tiramisu!!",pos
"Great service, food and ambience! Will definitely visit again. Try their cheese platter, pasta and pistachio cake. Prices are reasonable for the portion- esp the family sharing portions.",pos
"We ordered the Royal Mess  (which has an unusual twist with chips), Shakshuka with Sausage (delicious!  I needed more toast for it) and the Creme Brûlée Waffles which made the diner with a sweet tooth  very happy !  There are other dishes that we would like to return to try more!",pos
Great food as usual and it was pretty crowded and busy,pos
Great food and ambience! Brought my brother there on a Sunday lunch. He loved the toast pork and truffled bread. I will be back again!,pos
"a decent lobster buffet.  Love lobster soup, but preferred a stronger favour taste.  

all crews are well trained - polite and responsive.  Thank you 🙏",pos
Mediocre and poor quality burger. Will definitely not order again.,neg
"This time I took some of my valued guests from Japan to this restaurant.
I have used this restaurant several times before and once again it was great, my guests were very happy.
I think it is the best restaurant in Boat Quay.
I would like to bring many people back and introduce this restaurant to many people.
Thank you!",pos
Not enough meat at all - it’s as if we ordered like a vegetarian pizza,neg
"Good atmosphere. Staff on the ball. Go for their signature Raviolacci, paired with tiramisu afterwards",pos
Good food and nice ambience for gatherings.,pos
"Really good meat, one of the best in SG. Service was impeccable as well",pos
Lovely find ! Quality food though location is a bit of an issue if u don't live in upper bukit Timah . Will go again,pos
"Stuffed roman schiacciata with truffle and cheese was the biggest hit. However, the rice suppli mozzarella melting heart and baked risotto bolognese tasted pretty much similar and felt jelat.",pos
Not worth it and the pastries are meh,neg
"Great restaurant with Tender Prime Rib :-)
Enjoyed so much with colleagues in Singapore :-) Everybody celebrated me my birthday which I am so happy with it.",pos
I would expect the restaurant ambience to be better. Found it a little noisy,neutral
I got the dinner set. Steak is very tender and goes well with the sauce. Sides were so so - salad dressing could be less sour and the bread less dry. The free birthday cake was surprisingly very delicious!,pos
The aglio olio was tasteless with no garlic taste and a few chilli flakes,neutral
Oil seems overused and not fresh. Bad quality food,neg
The kitchen is understaff. They need more manpower in the kitchen.,pos
Great place to hangout for drinks and food,pos
"I was a bit disappointed as haven’t been there in four years. The chairs were extremely uncomfortable as the padding is almost not existent. So much so that we did not stay for dessert or coffee. 
Food was good but no Rose wine on site to order! Not everyone drinks or likes Prosecco! 
Please up your game back to what it was 5 years ago.",neutral
Delicious prime rib. Great service!,pos
Food was good. Our grilled chicken came late but service recovery was made. Restaurant should also have clear pets rules published in website in order for experience in the restaurant to be up a notch!,pos
"Very nice food, everything we order came quickly despite full house and all food tasted great! While family enjoyed the food. Service was good too! Nice touch of have a dessert as birthday cake for the occasion!",pos
"Nice scenery, delicious food and super attentive staff!",pos
No sauce was given.,pos
"Delicious prime rib, not really a fan of the spinning bowl salad as I find the dressing too sweet. I think it’s a thousand island dressing. Sides also quite pricy for the portion.",pos
"As always friendly staff, great service, great food. Enjoyed our time there.",pos
friendly service,neutral
"Restaurant was not opened at 1130am when I arrived, had to wait 10minutes

Food items did not arrive with appropriate utensils, for steak I asked for Medium rare, was given a medium instead",neg
We enjoyed ourselves every time we visit the restaurant. Kudos to the friendly staff who served us 👍👍👍,pos
mushroom soup was super sour. chicken chop has a weird smell,neg
Great food and drinks with good price. Reservation is a must.,pos
"excellent food, good service.  perhaps the hostess needs some help during busy periods, new arrivals had to wait while she was trying to juggle ringing up bills for customers paying.",pos
Very tasty Italian food. Service was good enough. They came twice to ask and assure if everything was going well. That’s pretty nice. Porchetta is a must order and stuff stratachiatta too! Omg so good. Pasta portion abit small for the price charged.,pos
"Good experience! Service, food and ambiance was fantastic!  Seems a little more expensive than the US outlets!",pos
lovely meal and steaks are delic!,neutral
The staff are friendly and attentive. We waited quite awhile for the starter and mains.   The mains were cooked to the right doneness as we wanted.,pos
Food is excellent and Ambiance is best!,pos
Beef is good as usual but not the lamb. I love their salad as usual. Service and atmosphere are wonderful,pos
Excellent food and service,pos
Tasty food although on the pricey side. Authentic Italian. Repeat customer.,pos
Prepare to cost $100 per person,pos
Very loud space but a nice family restaurant serving lovely Italian pastas. They also have their own house wine which we love.,pos
"Highly recommended for breakfast or brunch, been here many times, never fail to deliver good service with high quality food.",pos
"Porchetta and pasta dishes were fantastic. As it was our 1st time there, we were not sure what to order. Waiter by name, Raj, who was serving us was attentive, gave good recommendations and also made sure we did not over ordered.",pos
The place is too noisy,neutral
Food was generally good but one of the waiters wasn’t friendly unlike his nice colleague.,neutral
Quality french comfort food. It felt like we were invited to dinner by la grand-mère and she has cooked for us! Will be back again.,neutral
Good food and service.,pos
"Food maybe not worth the price (got the set menu), but the service was really good and we got a nice photo out of it. …",pos
We are very impressed by the staff’s attentive and prompt service 👍👍👍,pos
the delivery took long and the delivery guy just leave it outside did noteven ring the door bell,neg
I had a great time there. Service was attentive and prompt. The food was very good too as the ingredients were fresh. I am looking forward to my next visit there.,pos
"Food was good but not much to be said about service as other than taking our order and serving our lunch, we didn’t see much of the service staff",neutral
"Service staff was good, food quality was good, we had CNY Scottish sea bass interesting Chinese style w western dressing",pos
Took a friend to Lawry's for birthday dinner. We enjoyed the Prime Ribs dinner very much.,pos
Great service and great company made this experience at Lawry’s superb 👍🏿 …,pos
Booked the restaurant for our 32nd wedding anniversary.  First time being there.  We were warmly greeted by the general manager (when I asked for direction).  He even walked us to the restaurant and informed the staff of our booking.  The staffs are attentive and friendly.  The buffet spread is really good and food is fresh.  Very good experience and will go back again for other occasions.,pos
"Thousands of thanks to the service crew, for arranging the birthday surprise treat to my son.",pos
Best Italian Osteria in Singapore! I keep on coming back here,pos
Great service from our waiter and amazing food! Perfect for a romantic dinner or with friends and family. Desserts are a must!,pos
"Food:
Got the Lawry's primerib and overall was tender and juicy. Not a big prime rib fan but enjoyed this one. We got the truffles fries, froi gras, and the 3 split veggie dish. Definitely truffle fries and froi gras were A+++. My friend got the medium cooked prime rib and was drier than expected so they kindly swapped out for the medium rare. They also provided a small cake for his birthday and sang.

Service:
Was very attentive and almost never needed to ask for anything as they filled out wines and waters very quickly. They manager also came around to check n how everything was.

Price:
Slightly pricier but made sense with the service and food quality. You can get up to 40% off with special card deals.",pos
"Love the lunch set for Cloud Burger. Wagyu beef, soufflé egg, with a nice bun. And very reasonably priced especially since it comes with a drink and fruit. I'm a regular!",pos
Delicious prime rib. Recommended.,pos
"was a little crowded, space was tight but food was good!",pos
"The Wagyu Burger was served with a flavorful patty, but I found it too salty for my taste. Adjusting the seasoning slightly might make it more enjoyable for others as well.

On the other hand, the Baby Back Ribs were absolutely delightful—tender, flavorful, and cooked to perfection. I truly appreciated the care put into this dish.",neg
Chickens are fresh and breast part meat are not dry,pos
"I recently had the pleasure of dining at this amazing restaurant, and I couldn't be happier with my experience! The food was absolutely delicious, hitting the perfect balance of flavors. The ambiance was inviting and created a wonderful atmosphere for a meal. What truly stood out to me, though, was the staff. They were incredibly friendly and attentive, making us feel right at home. I will definitely be recommending this place to friends and can't wait to come back for another visit.",pos
Delicious but very expensive,pos
"Schiacchata is amazing. Especially the truffle stuffed one! Porchetta is also a must-try if you love pork belly (be careful with the mustard, it has a real kick). If you see fried cheese on the weekend special menu, ORDER IT IMMEDIATELY! 

Food comes very quickly and best eaten hot. Don’t expect this to be a quiet sit down dinner as the restaurant is usually packed on weekend evenings, tables can be quite close to one another and the atmosphere is lively.",pos
"The worst experience ever, poor service, poor taste not worth for the price at all.",neg
Disappointing. Prime rib was tough and not up to Lawry standards.,neutral
Excellent prime rib 👍 …,pos
"Food and service were very good, will come back again.",pos
Thumbs up!,pos
